NAPS_ID	STATION_NAME	Type	Status	TOXIC	Designated	PROVINCE	STREET_ADDRESS	CITY	COUNTRY	FSA	Postal_Code	TimeZone	Lat_Decimal	Long_Decimal	Elevation_m	SO2	CO	NO2	NO	NOX	O3	PM_10_continuous	PM_25_015_continuous	PM_25_017_dryer	PM_25_018_BAM_RH45	PM_25_019_gravimetric40/50	PM_25_020_gravimetric30/50	PM_25_021_gravimetric30	PM_25_022__FDMS	PM_1_GRIMM180	PM_25_026_GRIMM180	PM_10_GRIMM180	PM_25_030_BAM_RH3	PM_10_031_BAM_RH35	PM_25_032_SHARP	VOC	ALDEH_KETO	DICHOTX_METALS	PCB	PCDD	PBDE
10101	DUCKWORTH & ORDINANCE	C	0		P	NEWFOUNDLAND AND LABRADOR	DUCKWORTH & ORDINANCE	ST. JOHN'S	CANADA	A1C	A1C 1E4	-3.5	47.56806	-52.70222	7	X	X	X	X	X	X																				
10102	WATER STREET POST OFFICE	C	1	X	Y	NEWFOUNDLAND AND LABRADOR	354 WATER STREET	ST. JOHN'S	CANADA	A1C	A1C 1C4	-3.5	47.56	-52.71139	17	X	X	X	X	X	X												X			X	X				
10201	CORMACK	U	0		P	NEWFOUNDLAND AND LABRADOR	CORMACK	CORMACK	CANADA	A0K	A0K 2E0	-3.5	49.26222	-57.45583	120																										
10301	CREDIT UNION	C	0		P	NEWFOUNDLAND AND LABRADOR	BROOK STREET	CORNER BROOK	CANADA	A2H	A2H 2T7	-3.5	48.949479	-57.945387	5	X	X	X	X	X	X												X								
10400	CENTRAL NEWFOUNDLAND	C	0		P	NEWFOUNDLAND AND LABRADOR	AFB GANDER	GANDER	CANADA	A2B	A2B 1C6	-3.5	48.94287	-54.55753	125																										
10401	MOUNT PEARL	R	1		Y	NEWFOUNDLAND AND LABRADOR	OLD PLACENTIA ROAD	MOUNT PEARL	CANADA	A1N	A1N 4P4	-3.5	47.50513	-52.79476	134	X	X	X	X	X	X												X								
10501	ABITIBI SITE	C	1		Y	NEWFOUNDLAND AND LABRADOR	SCOTT AVENUE	GRAND FALLS - WINDSOR	CANADA	A2B	A2A 2K1	-3.5	48.92696	-55.65966	64	X	X	X	X	X	X												X								
10601	GOOSE BAY	R	1		C	NEWFOUNDLAND AND LABRADOR	ABBOT STREET	HAPPY VALLEY - GOOSE BAY	CANADA	A0P	A0P 1CO	-4	53.31111	-60.36667	39						X																				
10602	MACPHERSON AVENUE	C	1		Y	NEWFOUNDLAND AND LABRADOR	Macpherson Ave	Corner Brook	CANADA	A2H	A2H 6Z4	-3.5	48.95224	-57.92207	99	X	X	X	X	X	X												X								
10701	FERROLE POINT	C	0		P	NEWFOUNDLAND AND LABRADOR	FERROLE POINT LIGHthOUSE	FERROLE POINT	CANADA	A0K	A0K 4L0	-3.5	51.021995	-57.095567	13						X																				
10801	PORT AU CHOIX	R	1		Y	NEWFOUNDLAND AND LABRADOR	PORT AU CHOIX	PORT AUX CHOIX	CANADA	A0K	A0K 4C0	-3.5	50.71124	-57.36365	17						X																				
10901	MARYSTOWN_BURIN	U	1		P	NEWFOUNLAND AND LABRADOR		MARYSTOWN	CANADA	A0E	A0E 2M0	-3.5	47.09899	-55.19852	1	X		X	X	X	X												X	X							
20101	56 FITZROY ST.	C	0		P	PRINCE EDWARD ISLAND	56 FITZROY ST.	CHARLOTTETOWN	CANADA	C1A	C1A 1R5	-4	46.23543	-63.13078	2																										
20102	16 FITZROY ST.	C	0		P	PRINCE EDWARD ISLAND	16 FITZROY ST.	CHARLOTTETOWN	CANADA	C1A	C1A 1R1	-4	46.23405	-63.1332	2																										
20103	CHARLOTTETOWN 1	C	0		P	PRINCE EDWARD ISLAND	11 KENT STREET	CHARLOTTETOWN	CANADA	C1A	C1A 7N8	-4	46.23277	-63.13337	30																										
20104	CHARLOTTETOWN 2	C	1		Y	PRINCE EDWARD ISLAND	3 BRIGHTON ROAD	CHARLOTTETOWN	CANADA	C1A	C1A 8T6	-4	46.233	-63.13667	21	X		X	X	X	X		X																		
20201	ATLANTIC WIND TEST SITE	U	0		P	PRINCE EDWARD ISLAND	NORth CAPE	NORth CAPE	CANADA	C0B		-4	47.055	-63.99722	4																										
20301	WELLINGTON	A	1		Y	PRINCE EDWARD ISLAND	125 ROUTE 125 (Hackmatack Road)	WELLINGTON	CANADA	C0B	C0B 2E0	-4	46.45	-64	6			X			X		X																		
20401	SOUTHAMPTON	A	1		Y	PRINCE EDWARD ISLAND	2580 Route 313 (Cardigan Road)	SOUthAMPTON	CANADA	C0A	C0A 2A0	-4	46.38752	-62.58122	30						X		X																		
30101	DALTECH	C	0		P	NOVA SCOTIA	"Daltech, C Building, 1360 Barrington Street"	HALIFAX	CANADA	B3H	B3J 1B6	-4	44.64202	-63.57362	35																										
30102	DALHOUSIE UNIVERSITY	R	0		P	NOVA SCOTIA	DALHOUSIE UNIVERSITY	HALIFAX	CANADA	B3H	B3H 3Z1	-4	44.63611	-63.59583	37																										
30113	JOHNSTON BUILDING	C	1	X	Y	NOVA SCOTIA	1672 GRANVILLE STREET	HALIFAX	CANADA	B3J	B3J 2N2	-4	44.647	-63.574	28																		X					X			
30114	MT ST VINCENT UNIVERSITY	R	0		P	NOVA SCOTIA	MT ST VINCENT UNIVERSITY	HALIFAX	CANADA	B3M	B3M 3J8	-4	44.67111	-63.64389	12																										
30115	CFB SHEARWATER	I	0		P	NOVA SCOTIA	CFB SHEARWATER	HALIFAX	CANADA	B0J	B0J 3A0	-4	44.62611	-63.51944	15																										
30116	HALIFAX CITY HALL	C	0		P	NOVA SCOTIA	BARRINGTON & DUKE	HALIFAX	CANADA	B3J	B3J 3N8	-4	44.64861	-63.57583	21																										
30117	BEDFORD ROW POST OFFICE	C	0		P	NOVA SCOTIA	BEDFORD ROW POST OFFICE	HALIFAX	CANADA	B3J	B3J 1M7	-4	44.64833	-63.57333	9																					X					
30118	ROY BUILDING	C	1	X	Y	NOVA SCOTIA	1657 BARRINGTON STREET	HALIFAX	CANADA	B3J	B3J 2A1	-4	44.646323	-63.573381	18	X	X	X	X	X	X												X		X	X	X				
30119	HARBOURVIEW SCHOOL	R	0		P	NOVA SCOTIA	HARBOURVIEW SCHOOL	HALIFAX	CANADA	B3A	B3A 4H4	-4	44.68061	-63.59011	44																										
30120	LAKE MAJOR	R	1		Y	NOVA SCOTIA	Cherrybrook Road	DARTMOUth	CANADA	B2Z	B2Z 1B3	-4	44.719799	-63.480754	68	X		X	X	X	X												X								
30201	PORT HAWKESBURY	R	1		Y	NOVA SCOTIA	"Old Post Office, Embree and Granville Streets"	PORT HAWKESBURY	CANADA	B0E	B9A 2P6	-4	45.613886	-61.361972	14	X		X	X	X	X												X								
30202	PORT HAWKESBURY PLAYGROUND	R	0		P	NOVA SCOTIA	QUEEN STREET EXTENSION	PORT HAWKESBURY	CANADA		B9A 3N5	-4	45.60907	-61.34227	24																		X								
30301	MURPHY ROAD	R	0		P	NOVA SCOTIA	MURPHY ROAD	SYDNEY	CANADA	B1R	B1R 1W4	-4	46.13028	-60.21139	9																										
30302	SYDNEY STEEL CORPORATION	I	0		P	NOVA SCOTIA	SYDNEY STEEL CORPORATION	SYDNEY	CANADA	B1P	B1N 2E3	-4	46.15391	-60.1845	29	X	X	X	X	X	X												X								
30303	COAL LOADING PIER	I	0		P	NOVA SCOTIA		SYDNEY	CANADA			-4																													
30309	PORT EDWARD  RICHMOND PLST	I	0		P	NOVA SCOTIA	PORT EDWARD  RICHMOND PLST	SYDNEY	CANADA	B1P		-4	46.15472	-60.21833	0																										
30310	WELTON STREET SYDNEY	C	1		Y	NOVA SCOTIA	71 WELTON STREET	SYDNEY	CANADA	B1P	B1P 5R2	-4	46.14222	-60.17252	27	X		X	X		X												X		X						
30311	WHITNEY PIER FIRE STATION	R	0		P	NOVA SCOTIA	"WHITNEY PIER FIRE STN., Victoria Road, Whitney Pier"	SYDNEY	CANADA	B1N	B1N 1L1	-4	46.16111	-60.18722	29	X		X			X												X		X						
30401	LAKE ROAD	R	0		P	NOVA SCOTIA	LAKE ROAD	GLACE BAY	CANADA	B1A	B1A 2H1	-4	46.177	-59.95715	20																										
30405	GENERAL HOSPITAL	C	0		P	NOVA SCOTIA	GENERAL HOSPITAL	GLACE BAY	CANADA	B1A	B1A 1K8	-4	46.18806	-59.95667	17																										
30406	PUMPING STATION ROAD	R	0		P	NOVA SCOTIA	PUMPING STATION ROAD	GLACE BAY	CANADA	B1B	B1B 1X3	-4	46.15435	-59.95857	5																										
30408	SOUTH STREET	R	0		P	NOVA SCOTIA	SOUth STREET	GLACE BAY	CANADA	B1A	B1A 1W6	-4	46.18361	-59.93917	11																										
30409	SOUTH STREET	R	0		P	NOVA SCOTIA	SOUth STREET	GLACE BAY	CANADA	B1A	B1A 1W5	-4	46.18333	-59.9375	6																										
30501	KEJIMKUJIK NATIONAL PARK	U	1	X	C	NOVA SCOTIA	NATIONAL PARK	KEJIMKUJIK	CANADA	B0T		-4	44.433611	-65.205833	127						X															X	X				
30601	123 OAKES ROAD	U	0		P	NOVA SCOTIA	123 OAKES ROAD	FALL RIVER	CANADA	B2T	B2T 1J5	-4	44.8125	-63.60417	72																										
30701	AYLESFORD MOUNTAIN	U	1		Y	NOVA SCOTIA	"MOUNTAIN BROW ROAD, KINGS COUNTY"	AYLESFORD	CANADA	B0S	B0P 1C0	-4	45.07267	-64.84033	235			X	X	X	X												X								
30801	DAYTON	U	1		P	NOVA SCOTIA	"YARMOUth WEAthER OFFICE, DAYTON"	YARMOUth	CANADA	B0W		-4	43.83333	-66.08333	31						X																				
30901	PICTOU	R	1		Y	NOVA SCOTIA	91 BEACHES ROAD	PICTOU	CANADA	B0K	B0K 1H0	-4	45.68167	-62.69664	12						X												X								
31001	SABLE ISLAND	R	1	X	Y	NOVA SCOTIA	SABLE ISLAND	SABLE ISLAND	CANADA	B0H		-4	43.93307	-59.90365	8	X		X	X	X	X												X		X			X			
31101	KENTVILLE - AGRI-FOOD CANADA	A	1		P	NOVA SCOTIA	32 MAIN STREET	KENTVILLE	CANADA	B4N	B4N 1J5	-4	45.06667	-64.48333	60						X																				
31201	GRANTON	C	1	X	Y	NOVA SCOTIA	20 Pumphouse Road	Granton	CANADA		B0K 1H0	-4	45.63115	-62.73838	2																					X	X				
40101	WOODSTOCK ROAD	C	0		P	NEW BRUNSWICK	WOODSTOCK ROAD	FREDERICTON	CANADA	E3B	E3B 2L7	-4	45.96556	-66.65361	10																										
40102	YORK STREET	C	0		P	NEW BRUNSWICK	YORK STREET	FREDERICTON	CANADA	E3B	E3B 3R3	-4	45.95278	-66.65083	29																										
40103	ABERDEEN STREET	C	1	X	Y	NEW BRUNSWICK	437 ABERDEEN STREET	FREDERICTON	CANADA	E3B	E3B 1S2	-4	45.9575	-66.64666	21		X	X	X	X	X												X								
40201	110 CHARLOTTE STREET	C	0		P	NEW BRUNSWICK	110 CHARLOTTE STREET	SAINT JOHN	CANADA	E2L	E2L 2J3	-4	45.272517	-66.058401	51																		X								
40202	POST OFFICE	C	0		P	NEW BRUNSWICK	POST OFFICE	SAINT JOHN	CANADA	E2L	E2L 0B1	-4	45.27056	-66.0625	2																										
40203	FOREST HILLS	R	1	X	Y	NEW BRUNSWICK	MOUNTAIN ROAD	SAINT JOHN	CANADA	E2J	E2J 2X1	-4	45.308779	-66.008112	41	X		X	X	X	X												X			X	X	X			
40204	WEST DISTRICT POLICE STATION	R	0		P	NEW BRUNSWICK	1918 MANAWAGONISH ROAD	SAINT JOHN	CANADA	E2M	E2M 5H5	-4	45.235	-66.13917	49																										
40205	REGIONAL CENTER	C	0		P	NEW BRUNSWICK	439 PRINCE STREET	SAINT JOHN	CANADA	E2M	E2M 1R3	-4	45.25417	-66.08333	46																										
40206	CUSTOMS BUILDING	C	1		Y	NEW BRUNSWICK	189 PRINCE WILLIAM	SAINT JOHN	CANADA	E2L	E2L 2B9	-4	45.26972	-66.06138	29	X	X	X	X	X	X																				
40207	WEST SIDE	R	1		Y	NEW BRUNSWICK	476 LANCASTER AVENUE W.	SAINT JOHN	CANADA	E2M	E2M 2L7	-4	45.25277	-66.08003	59	X		X	X	X	X												X								
40208	CHAMPLAIN HEIGHTS SCHOOL	R	1	X	Y	NEW BRUNSWICK	111 CHAMPLAIN DRIVE	SAINT JOHN	CANADA	E2J	E2J 3E4	-4	45.291223	-66.002827	47	X		X	X	X																X	X				
40209	SAINT JOHN REGIONAL OFFICE	C	1		Y	NEW BRUNSWICK	8 Castle Street	SAINT JOHN	CANADA	E2J	E2J 3B8	-4	45.28028	-66.05611	41																		X								
40301	774 MAIN STREET	C	0		P	NEW BRUNSWICK	774 MAIN STREET	MONCTON	CANADA	E1C	E1C 9Y3	-4	46.08833	-64.77778	29																										
40302	CITY WATER PUMP STATION	R	1		Y	NEW BRUNSWICK	5 thANET STREET	MONCTON	CANADA	E1A	E1C 3G7	-4	46.10162	-64.78962	9		X	X	X	X	X												X								
40401	HASTINGS TOWER	U	1		Y	NEW BRUNSWICK	HASTINGS TOWER	FUNDY NAT. PARK	CANADA	E0A		-4	45.59222	-64.99444	335						X																				
40501	PT LEPREAU - CHARLOTTE COUNTY	U	1	X	Y	NEW BRUNSWICK	RECREATION AREA	POINT LEPREAU	CANADA	E0G		-4	45.073272	-66.449573	0						X															X	X				
40601	BLISSVILLE - SUNBURY COUNTY	U	1		Y	NEW BRUNSWICK	AIRPORT ROAD	CENTRAL BLISSVILLE	CANADA	E0G		-4	45.60492	-66.56031	9						X																				
40701	NORTON - KINGS COUNTY	R	1		Y	NEW BRUNSWICK	308 HWY 124	NORTON	CANADA	E0G		-4	45.64194	-65.70277	20						X																				
40801	CANTERBURY	U	1	X	Y	NEW BRUNSWICK	487 ROUTE 122	DOW SETTLEMENT	CANADA	E0H	E6H 1B9	-4	45.95333	-67.47778	153						X												X					X			
40901	HUNTSMAN MARINE SCIENCES CTR.	U	1		Y	NEW BRUNSWICK	BRANDY COVE ROAD	ST. ANDREWS	CANADA	E0G	E0G 2X0	-4	45.081077	-67.074665	25						X												X								
41001	CAMPOBELLO ISLAND	U	0		P	NEW BRUNSWICK	CAMPOBELLO ISLAND	CAMPOBELLO ISLAND	CANADA	E0G		-4	44.87306	-66.95611	29																										
41101	ST. LEONARD	C	1		Y	NEW BRUNSWICK	312 CH L'AEROPORT	ST. LEONARD	CANADA	E7E	E7E 2P7	-4	47.15777	-67.83	239						X																				
41201	LOWER NEWCASTLE	R	1		Y	NEW BRUNSWICK	55 ROUTE 11 HWY	LOWER NEWCASTLE	CANADA	E0C	E1V 7E7	-4	47.07083	-65.42444	18						X																				
41301	HOLY FAMILY CHURCH	R	0		P	NEW BRUNSWICK	430 ST. PETERS AVENUE	BAthURST	CANADA	E2A	E2A 2Y2	-4	47.62889	-65.66333	20																										
41302	BATHURST	R	1		Y	NEW BRUNSWICK	1255 Rough Waters Drive	BAthURST	CANADA	E2A	E2A 1Z2	-4	47.609528	-65.633528	16				X	X	X												X								
50101	PARC JARRY	R	0		P	QUEBEC	PARC JARRY	MONTREAL	CANADA	H2P		-5	45.53583	-73.63333	47																										
50102	JARDIN BOTANIQUE	R	0		P	QUEBEC	BOUL. ROSEMONT	MONTREAL	CANADA	H1X	H1X 2C1	-5	45.562117	-73.571627	59	X		X	X		X																				
50103	SAINT-JEAN-BAPTISTE	R	1	X	Y	QUEBEC	"1050 A, BOUL. SAINT-JEAN-BAPTISTE"	MONTREAL	CANADA	H1B	H1B 4A1	-5	45.64128	-73.49939	19	X	X	X	X		X								X							X	X				
50104	ONTARIO	C	0		P	QUEBEC	1125 RUE ONTARIO EST	MONTREAL	CANADA	H2L	H2L 1R2	-5	45.520532	-73.563178	46			X	X		X															X	X	X			
50105	DRUMMOND	C	0		Y	QUEBEC	1212 RUE DRUMMOND	MONTREAL	CANADA	H3B	H3G 1V7	-5	45.497783	-73.573092	52														X												
50106	VILLE ST-LAURENT	R	0		P	QUEBEC	VILLE ST-LAURENT	MONTREAL	CANADA	H4N		-5	45.525	-73.67194	40																										
50107	VILLE LASALLE	R	0		P	QUEBEC	VILLE LASALLE	MONTREAL	CANADA	H4E		-5	45.46	-73.60556	13																										
50108	1700 BOURASSA	R	0		P	QUEBEC	1700 BOURASSA  LONGUEUIL	MONTREAL	CANADA	J4J	J4J 3A6	-5	45.52222	-73.48389	29																										
50109	DUNCAN & DÉCARIE	C	1		Y	QUEBEC	"2495 DUNCAN / DECARIE, MT-ROYAL"	MONTREAL	CANADA	H4P	H4P 2A2	-5	45.502679	-73.663875	41		X	X	X		X								X												
50110	PARC-PILON	C	0		Y	QUEBEC	"11280 BOUL. PIE IX, MTL NORD"	MONTREAL	CANADA	H1H	H1H 4B5	-5	45.5945	-73.6415	21		X	X	X		X								X												
50111	DUVERNAY	C	0		P	QUEBEC	2900 BOUL. CONCORDE	LAVAL	CANADA	H7E	H7E 2B6	-5	45.589722	-73.820833	24																										
50112	PONT VIAU	C	0		P	QUEBEC	PONT-VIAU	LAVAL	CANADA	H7N		-5	45.56	-73.681389	25																										
50113	CHOMEDEY	R	1		Y	QUEBEC	1160 BOUL PIE X	LAVAL	CANADA	H7V	H7V 3B5	-5	45.5475	-73.74694	35		X	X	X		X												X								
50114	677 STE-CATHERINE O.	C	0		P	QUEBEC	677 STE-CATHERINE O.	MONTREAL	CANADA	H3B	H3B 3Y6	-5	45.50278	-73.57083	97																										
50115	DE MAISONNEUVE	C	1	X	Y	QUEBEC	1001 BOUL DE MAISONNEUVE OUEST	MONTREAL	CANADA	H3A	H3A 3C8	-5	45.50083	-73.57528	56	X	X	X	X		X															X	X				
50116	VERDUN	R	1		Y	QUEBEC	"3161 JOSEPH, VERDUN"	MONTREAL	CANADA	H4G	H4G 1H8	-5	45.47167	-73.57222	21			X	X		X																				
50117	7405 CHAMPAGNEUR	R	0		P	QUEBEC	7405 CHAMPAGNEUR	MONTREAL	CANADA	H2R	H3N 2K1	-5	45.53333	-73.63333	48																										
50118	820 ST. GERMAIN	R	0		P	QUEBEC	820 ST. GERMAIN	MONTREAL	CANADA	H4N		-5	45.52528	-73.6725	36																										
50119	BOURASSA	R	1		Y	QUEBEC	FACE AU 1819 RUE VICTORIA	LONGUEUIL	CANADA	J4J	J4J 3C8	-5	45.52207	-73.4881	32			X	X		X												X								
50120	ROXBORO	R	0		P	QUEBEC	"54, 4e  AVE SUD, ROXBORO"	MONTREAL	CANADA	H9B		-5	45.49444	-73.80778	33																										
50121	PARC OCÉANIE	R	1	X	Y	QUEBEC	8361 RUE OCEANIE - BROSSARD	LONGUEUIL	CANADA	J4Y		-5	45.44306	-73.46861	15	X		X	X		X												X			X	X				
50123	"55 AVENUE LILAS, DORVAL"	R	0		P	QUEBEC	55 AVENUE LILAS	MONTREAL	CANADA	H9S	H9S 3L8	-5	45.43917	-73.73111	30																										
50124	ANJOU	R	1	X	Y	QUEBEC	"7650 RUE CHÂTEAUNEUF, ANJOU"	MONTREAL	CANADA	H1K	H1K 5G1	-5	45.60278	-73.55833	51																							X			
50125	CENTRE RÉCRÉATIF EDOUARD RIVEST	R	0		P	QUEBEC	11111 NOTRE-DAME EST	MONTREAL	CANADA	H1B	H1B 2V7	-5	45.62667	-73.5	10																							X			
50126	SAINTE-ANNE DE BELLEVUE	R	1	X	Y	QUEBEC	"20965 CH. SAINTE-MARIE, STE-ANNEdB"	MONTREAL	CANADA	H9X	H9J 3H2	-5	45.42667	-73.92917	39			X	X		X								X							X					
50127	SAINT MICHEL	R	0		P	QUEBEC	8110 BOUL. SAINT-MICHEL	MONTREAL	CANADA	H1Z	H1Z 3E2	-5	45.56333	-73.61056	60																										
50128	AÉROPORT DE MONTRÉAL 1	C	1	X	Y	QUEBEC	"90-A RUE HERVE-SAINT-MARTIN, DORVAL"	MONTREAL	CANADA	H4Y	H4Y 1H1	-5	45.46806	-73.74111	33		X	X	X		X								X							X					
50129	RIVIÉRE-DES-PRAIRIES	A	1	X	Y	QUEBEC	12400 WILFRID-OUELLETTE	MONTREAL	CANADA	H1E	H1E 6K4	-5	45.651691	-73.573825	29		X				X							X	X							X	X	X			
50130	AÉROPORT DE MONTRÉAL 2	C	0		P	QUEBEC	"711-A RUE CLEMENT, DORVAL"	MONTREAL	CANADA	H9P		-5	45.4575	-73.76778	28																										
50131	HOCHELAGA-MAISONNEUVE	C	1		Y	QUEBEC	3250 STE-CAthERINE EST	MONTREAL	CANADA	H1W	H1W 2C6	-5	45.539884	-73.540411	25														X												
50132	AÉROPORT DE MONTRÉAL 3	C	0		P	QUEBEC	"21-A PONNER, DORVAL"	MONTREAL	CANADA			-5	45.46063	-73.7863	29																										
50133	CHENIER	C	1	X	Y	QUEBEC	"8200A RUE CHENIER, ANJOU"	MONTREAL	CANADA			-5	45.60185	-73.54197	41	X		X	X										X							X	X				
50134	MOLSON	R	1	X	Y	QUEBEC	2580 Saint-Joseph est	MONTREAL	CANADA	H1Y	H1Y 2A2	-5	45.54271	-73.57176	53	X		X	X		X								X							X	X	X			
50201	RUE PRINCIPALE	C	0		P	QUEBEC	"RUE PRINCIPALE, HULL"	GATINEAU	CANADA	J8X		-5	45.4248	-75.72075	55		X	X	X		X								X						X						
50203	GAMELIN	R	0		P	QUEBEC	"RUE GAMELIN, HULL"	GATINEAU	CANADA	J8Y		-5	45.444167	-75.738889	86																										
50204	HULL _ÎLE_	R	1		Y	QUEBEC	"255 ST-REDEMPTEUR, HULL"	GATINEAU	CANADA	J8Y	J8X 2T4	-5	45.435718	-75.72328	62	X	X	X	X		X												X								
50301	SAINT-ROCH	C	0		P	QUEBEC	DE LA CHAPELLE & STE-MARGUERITE	QUEBEC	CANADA	G1K		-5	46.814722	-71.219722	8																										
50302	BARDY	R	0		P	QUEBEC	RUE BARDY	QUEBEC	CANADA	G1J		-5	46.843333	-71.226667	12																										
50303	LIMOILOU	I	0		P	QUEBEC	"801, 4E AVENUE"	QUEBEC	CANADA	G1J		-5	46.824722	-71.216389	2																										
50304	DORCHESTER	C	0		P	QUEBEC	"155, RUE DORCHESTER SUD"	QUEBEC	CANADA	G1K		-5	46.819722	-71.2275	2																										
50305	MYRAND	R	0		P	QUEBEC	"MYRAND & RENE-LEVESQUE, STE-FOY"	QUEBEC	CANADA	G1T		-5	46.783611	-71.263333	80																										
50306	GOMIN	R	0		P	QUEBEC	"FACE AU 891, PAINCHAUD, STE-FOY"	QUEBEC	CANADA	G1S		-5	46.78806	-71.26056	75																										
50307	CARTIER BRÉBOEUF	R	0		P	QUEBEC	RUE JACQUES CARTIER	QUEBEC	CANADA	G1L		-5	46.824444	-71.234722	6																										
50308	DES SABLES	R	1	X	Y	QUEBEC	600 RUE DES SABLES	QUEBEC	CANADA	G1J	G1J 2X9	-5	46.821177	-71.220495	8	X	X	X	X		X												X					X			
50309	SAINT-ANGE	R	0		P	QUEBEC	"1352 RANG ST-ANGE, STE-FOY"	QUEBEC	CANADA	G2G		-5	46.76917	-71.4025	43																										
50310	ST-CHARLES GARNIER	R	1		Y	QUEBEC	1150 BOUL. RENE-LEVESQUE O.	QUEBEC	CANADA	G1S	G1S 1V7	-5	46.79694	-71.24611	69			X	X		X												X								
50311	PARC PRIMEVÈRE	R	1		Y	QUEBEC	"1465, RUE FELIX-ANTOINE-SAVARD"	QUEBEC	CANADA	G2G	G2G 1Z2	-5	46.774167	-71.369722	26			X	X		X												X								
50312	CHARNY	C	0		P	QUEBEC	"2254 ROTONDE, CHARNY"	LEVIS	CANADA	G6X	G6X 2L8	-5	46.4232	-71.1601	239						X																				
50401	MARCHÉ PUBLIC	C	0		P	QUEBEC	MARCHE PUBLIC	SHERBROOKE	CANADA	J1H		-5	45.40454	-71.8999	182																										
50402	MC MANAMY	R	0		P	QUEBEC	700 MC MANAMY	SHERBROOKE	CANADA	J1H		-5	45.38917	-71.89722	226																										
50403	PARC WEBSTER	C	0		P	QUEBEC	713 RUE ALBERT	SHERBROOKE	CANADA	J1H		-5	45.40222	-71.89056	165																										
50404	PARC CAMBRON	R	1		Y	QUEBEC	"655, RUE PAPINEAU"	SHERBROOKE	CANADA	J1E	J1E 1Y6	-5	45.4125	-71.87444	211						X												X								
50501	HOTEL DE VILLE	C	0		P	QUEBEC	"PLACE DAVIS, JONQUIERE"	SAGUENAY	CANADA	G7H		-5	48.42804	-71.06834	4																										
50502	PONT ARNAUD	R	0		P	QUEBEC	"CH. DE LA RESERVE, CHICOUTIMI"	SAGUENAY	CANADA	G7J		-5	48.40583	-71.12278	123																										
50503	RACINE	C	0		P	QUEBEC	"222 RACINE, CHICOUTIMI"	SAGUENAY	CANADA	G7H	G7H 1S2	-5	48.42722	-71.06222	9																										
50504	UNIVERSITÉ CHICOUTIMI	R	1		Y	QUEBEC	"789 BOUL DES ETUDIANTS, CHICOUTIMI"	SAGUENAY	CANADA	G7H	G7H 6M3	-5	48.41639	-71.0525	82						X												X								
50601	HOTEL DE VILLE	C	0		P	QUEBEC	"100, RUE TASCHEREAU, E."	ROUYN-NORANDA	CANADA	J9X		-5	48.2375	-79.01694	292																										
50602	ÉCOLE LOOSEMORE	C	0		P	QUEBEC	218 RUE PORTAGE	ROUYN-NORANDA	CANADA	J9X		-5	48.23333	-79.01139	299																										
50603	ÉCOLE MURDOCK	R	0		P	QUEBEC	50 RUE MURDOCK	ROUYN-NORANDA	CANADA	J9X	J9X 1C6	-5	48.24556	-79.015	293																										
50604	PARC TREMBLAY	R	1		Y	QUEBEC	1570 RUE PARADIS	ROUYN-NORANDA	CANADA	J9X	J9X 5V2	-5	48.23444	-78.98333	289	X					X												X								
50701	DEQUEN	C	0		P	QUEBEC	"546, DEQUEN"	SEPT-ÎLES	CANADA	G4R		-5	50.20972	-66.38583	3																										
50801	URSULINES	R	0		Y	QUEBEC	FACE AU 678 RUE HART	TROIS-RIVIERES	CANADA	G9A	G9A 4R8	-5	46.34806	-72.5375	11	X					X												X								
