NAPS_ID	STATION_NAME	Type	Status	TOXIC	Designated	PROVINCE	STREET_ADDRESS	CITY	COUNTRY	FSA	Postal_Code	TimeZone	Lat_Decimal	Long_Decimal	Elevation_m	SO2	CO	NO2	NO	NOX	O3	PM_10_continuous	PM_25_015_continuous	PM_25_017_dryer	PM_25_018_BAM_RH45	PM_25_019_gravimetric40/50	PM_25_020_gravimetric30/50	PM_25_021_gravimetric30	PM_25_022__FDMS	PM_1_GRIMM180	PM_25_026_GRIMM180	PM_10_GRIMM180	PM_25_030_BAM_RH3	PM_10_031_BAM_RH35	PM_25_032_SHARP	VOC	ALDEH_KETO	DICHOTX_METALS	PCB	PCDD	PBDE
50802	DES DRAVEURS	R	1		Y	QUEBEC	AVENUE DES DRAVEURS	TROIS-RIVIERES	CANADA			-5	46.3502222	-72.54		X					X												X								
50901	POWELL	R	0		P	QUEBEC	"POWELL (ARVIDA), JONQUIERE"	SAGUENAY	CANADA	G7S		-5	48.43611	-71.19861	92																										
50902	PARC BERTHIER	R	1	X	Y	QUEBEC	"2885 BERthIER (ARVIDA), JONQUIERE"	SAGUENAY	CANADA	G7S	G7S 2J6	-5	48.43417	-71.185	93	X																									
51001	LA FLÈCHE	R	0		P	QUEBEC	"ECOLE LAVOIE, 3224 LA FLECHE, TRACY"	SOREL-TRACY	CANADA	J3R		-5	46.0175	-73.15889	11																										
51002	MARIE-VICTORIN	R	0		P	QUEBEC	"2775, MARIE-VICTORIN, TRACY"	SOREL-TRACY	CANADA	J3R		-5	46.03189	-73.15339	11																										
51101	JALBERT	C	0		P	QUEBEC	"628, BOUL. STE-MARthE"	THETFORD MINES	CANADA	G6G		-5	46.10599	-71.30898	335																										
51201	FRIGON	I	1		P	QUEBEC	363 RUE FRIGON	SHAWINIGAN	CANADA	G9N	G9N 3X4	-5	46.55444	-72.73556	113	X																	X								
51301	SAINTE-AMÉLIE	R	0		P	QUEBEC	"39, RUE MARQUETTE"	BAIE COMEAU	CANADA	G4Z	G4Z 1K4	-5	49.21916	-68.14829	37																										
51302	CENTRE CULTUREL	R	0		P	QUEBEC	"39, AVENUE MANCE"	BAIE COMEAU	CANADA	G4Z	G4Z 1M6	-5	49.2175	-68.14722	48																										
51401	SAINT-ÉTIENNE-DE-BEAUHARNOIS	U	0		P	QUEBEC	135 DUPUIS	ST-ETIENNE-DE-BEAUHARNOIS	CANADA	J0S		-5	45.25	-73.91667	37																										
51501	ZÉPHIRIN	A	1		Y	QUEBEC	701 RANG SAINT-MICHEL	ST. ZEPHIRIN-DE-COURVAL	CANADA	J0G	J0G 1V0	-5	46.0425	-72.66	50						X												X								
51601	FRANCOIS _2	U	0		P	QUEBEC	"POINTE D'ARGENTENAY, STE-FOY"	ST-FRANCOIS-ILE-D'ORLEANS	CANADA	G0A		-5	47.01667	-70.8	7																										
51701	SAINT-BARNABÉ	A	0		P	QUEBEC	"2E RANG, ST-BARNABE-NORD"	ST. BARNABE	CANADA	G0X		-5	46.48333	-72.88333	123																										
51801	ÉCOLE MARTEL 2	R	1		P	QUEBEC	FACE AU 113 LEON-XIII	SAINT-JOSEPH-DE-SOREL	CANADA	J3R		-5	46.045	-73.12972	12	X																									
51802	GEORGE	R	1		P	QUEBEC	80 RUE GEORGE	SOREL-TRACY	CANADA	J3P	J3P 1C1	-5	46.04472	-73.11389	11	X																									
51901	ROUTE 385 _FORESTVILLE	F	0		P	QUEBEC	"? 15 KM, ROUTE 385"	FORESTVILLE	CANADA	G0H		-5	48.85583	-69.09778	170																										
52001	CHARETTE	F	1		Y	QUEBEC	AU NORD DU 170 2E RANG	CHARETTE	CANADA	G0X		-5	46.44111	-72.89278	114						X												X								
52101	RÉMI	A	0		P	QUEBEC	"VOISIN DU 171, RANG ST-PAUL"	SAINT-REMI	CANADA	J0L		-5	45.20472	-73.64444	60																										
52201	SAINT-SIMON	A	1		Y	QUEBEC	"DERRIERE LE 83, 4E RANG EST"	SAINT-SIMON	CANADA	J0H		-5	45.71583	-72.84028	38						X												X								
52301	FAUSTIN	A	1		Y	QUEBEC	CHEMIN DU LAC (CARIBOU)	SAINT-FAUSTIN-LAC-CARRE	CANADA	J0T		-5	46.035	-74.48083	413						X												X								
52401	LA PËCHE	F	1		Y	QUEBEC	LAC PHILIPPE - MASHAM	LA PECHE	CANADA	J0X		-5	45.62222	-76.01778	191						X												X								
52501	LA TUQUE # 1	R	0		P	QUEBEC	LA TUQUE # 1	LA TUQUE	CANADA	G9X		-5																													
52502	LA TUQUE # 2	R	0		P	QUEBEC	LA TUQUE # 2	LA TUQUE	CANADA	G9X		-5																													
52601	VARENNES 1	R	1	X	Y	QUEBEC	4744 MONTEE BARONIE	VARENNES	CANADA	J3X		-5	45.72278	-73.37694	17			X	X		X												X			X					
52602	VARENNES 2	R	0		Y	QUEBEC	1870 ROUTE MARIE-VICTORIN	VARENNES	CANADA	J3X	J3X 1R3	-5	45.67417	-73.43833	11	X																									
52701	TEMISCAMING	I	1		P	QUEBEC	RUE BOUCHER	TEMISCAMING	CANADA	J0Z		-5	46.721389	-79.099722	249	X					X												X								
52801	AUCLAIR	F	1		Y	QUEBEC	66 RANG ST-GREGOIRE NORD	AUCLAIR	CANADA	G0L		-5	47.73333	-68.70722	301						X												X								
52901	COTE-OUIMET	F	0		P	QUEBEC	RANG OUIMET	ST-CHARLES-GARNIER	CANADA	G0K		-5	48.29417	-68.11361	419																										
53001	MARGUERITE	F	0		P	QUEBEC	343 CHEMIN KEMPT	CAUSAPSCAL	CANADA	G0J	G0J 1J0	-5	48.31778	-67.06833	465																										
53101	CAP-ÉTERNITÉ	F	0		P	QUEBEC	517 PRINCIPALE	RIVIERE-ETERNITE	CANADA	G0V		-5	48.25222	-70.40833	223																										
53201	PÉMONCA	F	1		Y	QUEBEC	ROUTE 167- LA DORE	LA DORE	CANADA	G8J		-5	48.80972	-72.73889	222						X												X								
53301	DESCHAMBAULT-RAMCO	A	1		Y	QUEBEC	"334, 3 E RANG - DESHAMBAULT"	DESCHAMBAULT	CANADA	G0A	G0A 1S0	-5	46.68222	-71.96778	48						X												X								
53401	CATHERINE	A	1		P	QUEBEC	FACE AU 56 LAURIER	STE-CAth.-DE-J-CARTIER	CANADA	G0A		-5	46.83694	-71.62278	126						X																				
53501	FRANÇOIS	A	1		Y	QUEBEC	"FACE AU 198,  ROYALE ÏLE D'ORLEANS"	SAINT-FRANÇOIS	CANADA	G0A		-5	47.01472	-70.86444	59						X																				
53601	N.-D.-DU-ROSAIRE	F	1		Y	QUEBEC	RANG ST-LOUIS	NOTRE-DAME-DU-ROSAIRE	CANADA	G0R		-5	46.85083	-70.45278	411						X												X								
53701	HILAIRE	F	1		Y	QUEBEC	RANG DORSET	ST-HILAIRE-DE-DORSET	CANADA	G0M		-5	45.82472	-70.85583	497						X												X								
53801	TINGWICK	A	1		Y	QUEBEC	CHEMIN RADAR ET WARWICK	TINGWICK	CANADA	J0A		-5	45.9075	-71.94917	243						X												X								
53901	ÉDOUARD	F	1		Y	QUEBEC	DERRIERE L'HOPITAL VILLAGE	LAC-EDOUARD	CANADA	G0A		-5	47.64722	-72.29056	366						X												X								
54001	MONTMORENCY	U	0		P	QUEBEC	MONTMORENCY	MONTMORENCY	CANADA	G0A		-5	47.31667	-71.15	670																										
54101	SUTTON	U	0		P	QUEBEC	SUTTON	SUTTON	CANADA	J0E		-5	45.07637	-72.67639	242																										
54102	ROUND TOP RIDGE	U	1	X	P	QUEBEC	MONT SUTTON/ROUND TOP RIDGE	SUTTON	CANADA	J0E		-5	45.088611	-72.556944	845						X															X	X				
54201	CHAPAIS	U	1		C	QUEBEC	CHAPAIS	CHAPAIS	CANADA	G0W		-5	49.82222	-74.97639	381						X																				
54301	VILLEROY	A	0		P	QUEBEC	408-12e RANG ET ROUTE 265	STE-FRANÃOISE	CANADA	G0S		-5	46.43333	-71.93333	103																					X					
54401	SAINT-ANICET	A	1	X	Y	QUEBEC	1128 DE LA GUERRE	SAINT-ANICET	CANADA	J0S	J0S 1M0	-5	45.11667	-74.28333	50	X	X	X	X		X									X	X	X	X			X	X	X			
54501	L'ASSOMPTION	R	1	X	Y	QUEBEC	801 ST-ETIENNE/ROUTE 344	L'ASSOMPTION	CANADA	J5W	J5W 4M9	-5	45.80942	-73.43473	10		X																X			X	X				
54601	MURDOCHVILLE-PARC	I	0		P	QUEBEC	603 DES BOULEAUX	MURDOCHVILLE	CANADA	G0E	G0E 1W0	-5	48.95472	-65.49694	534																										
54701	ARENA	R	0		P	QUEBEC	"RTE. 132, SECTEUR BECANCOUR"	BECANCOUR	CANADA	G0X		-5	46.34833	-72.435	8																										
54702	GENTILLY	R	0		P	QUEBEC	"RTE. 132, SECTEUR GENTILLY"	BECANCOUR	CANADA	G0X		-5	46.39694	-72.28667	9																										
54703	BÉCANCOUR _ARÉNA	R	1		P	QUEBEC	8310 BOUL. BECANCOUR	BECANCOUR	CANADA	G0X	G9H 3A5	-5	46.35	-72.43333	7	X		X	X		X												X								
54704	GARAGE FORD CARIGNAN	R	0		P	QUEBEC	"RTE. 132, SECTEUR GENTILLY"	BECANCOUR	CANADA	G0X		-5	46.39722	-72.28667	8																										
54801	STUKELY	F	1		Y	QUEBEC	CHEMIN MONTBEL	STUKELY-SUD	CANADA	J0E		-5	45.36583	-72.265	334						X												X								
54901	DITTON	F	1		Y	QUEBEC	RANG PETIT CANADA OUEST	LA PATRIE	CANADA	J0B		-5	45.37389	-71.25	475						X												X								
55001	MONT SAINT-MICHEL	F	1		Y	QUEBEC	215 4 IEME RANG GRAVEL	FERME NEUVE	CANADA	J0W		-5	46.76861	-75.43194	256						X												X								
55101	BELL	F	1		Y	QUEBEC	CHEMIN RIVIERE BELL	SENNETERRE	CANADA	J0Y		-5	48.4325	-77.19972	299						X												X								
55201	LEMIEUX	A	1	X	Y	QUEBEC	1290 RTE DES ATOCAS	LEMIEUX	CANADA	G0X	G0X 1S0	-5	46.30361	-72.06083	92		X				X															X	X				
55301	L'ACADIE	A	1	X	Y	QUEBEC	"FERME EXP., 1134 ROUTE 219"	SAINT-JEAN-SUR-RICHELIEU	CANADA	J0J	J2Y 1C4	-5	45.29417	-73.34888	35			X	X		X												X					X			
55401	ROY	I	1		P	QUEBEC	"RUE ROY & DORVAL, CAP MAD."	TROIS-RIVI?RES	CANADA	G0X	G8Y 8B7	-5	46.36194	-72.51111	10	X																									
55501	FRELIGHSBURG	F	1		C	QUEBEC	FRELIGHSBURG	FRELIGHSBURG	CANADA	J0J	J0J 1C0	-5	45.05167	-72.86167	203						X																				
55601	MINGAN	U	1		C	QUEBEC	MINGAN	MINGAN	CANADA	G0G	G0G 1V0	-5	50.27139	-64.22639	14						X																				
55701	CHARNY	R	1		Y	QUEBEC	"2254, ROTONDE, CHARNY"	LEVIS	CANADA	G6X	G6X 2L8	-5	46.708889	-71.266944	69						X																				
60101	HYDRO BLDG.	C	0		P	ONTARIO	88 SLATER ST.	OTTAWA	CANADA	K1P	K1P 5H1	-5	45.42111	-75.695	91																					X					
60102	EXPERIMENTAL FARM	R	0		P	ONTARIO	EXPERIMENTAL FARM	OTTAWA	CANADA	K2C		-5	45.38129	-75.71407	78																										
60103	GILMOUR STREET	C	0		P	ONTARIO	GILMOUR STREET	OTTAWA	CANADA	K2P		-5	45.41417	-75.69417	72																										
60104	OTTAWA DOWNTOWN	C	1	X	Y	ONTARIO	RIDEAU & WURTEMBURG	OTTAWA	CANADA	K1N	K1N 8L9	-5	45.43433	-75.676	72	X	X	X	X	X	X			X												X	X	X			
60105	NRC	R	0		P	ONTARIO	NRC MONTREAL ROAD	OTTAWA	CANADA	K1K		-5	45.44111	-75.61528	80																										
60106	OTTAWA CENTRAL	R	1		Y	ONTARIO	960 Carling Ave	Ottawa	CANADA	K1A	K1A 0C6	-5	45.382528	-75.714194	84	X	X	X	X	X	X			X																	
60201	MORTON TERMINAL DOCK	I	0		P	ONTARIO	MORTON TERMINAL DOCK	WINDSOR	CANADA	N9C		-5	42.26667	-83.09583	173																										
60202	CITY HALL	C	0		P	ONTARIO	444 WINDSOR AVE.	WINDSOR	CANADA	N9A		-5	42.3175	-83.03556	174																										
60203	TECUMSEH WATER WORKS	R	0		P	ONTARIO	9725 RIVERSIDE DR. EAST	WINDSOR	CANADA	N8P	N8P 1A2	-5	42.33806	-82.92722	175																										
60204	U.I.C. BLDG. _WINDSOR DOWNTOWN	C	1	X	Y	ONTARIO	467 UNIVERSITY AVE. WEST	WINDSOR	CANADA	N9A	N9A 5R2	-5	42.315778	-83.043667	184	X	X	X	X	X	X			X												X					
60206	3120 DOUGALL AVENUE	R	0		P	ONTARIO	3120 DOUGALL AVENUE	WINDSOR	CANADA	N9E	N9E 1S7	-5	42.27095	-83.01255	188																										
60209	E.C. ROWE & JEFFERSON	R	0		P	ONTARIO	E.C. ROWE & JEFFERSON	WINDSOR	CANADA	N8T		-5	42.2904	-82.93912	183																										
60211	COLLEGE & SOUTH ST. _WINDSOR WEST	R	1	X	Y	ONTARIO	COLLEGE & SOUth ST.	WINDSOR	CANADA	N9C		-5	42.292889	-83.073139	184	X	X	X	X	X	X			X												X	X	X			
60212	WRIGHT & WATER ST.	I	0		P	ONTARIO	WRIGHT & WATER ST.	WINDSOR	CANADA	N9C		-5	42.27583	-83.09667	173																										
60213	FILTRATION PLANT	R	0		P	ONTARIO	3665 WYANDOTTE ST. E.	WINDSOR	CANADA	N8Y		-5	42.32462	-82.99242	175																										
60214	ST. GABRIEL S.S.	R	0		P	ONTARIO	1400 ROSELAWN	WINDSOR	CANADA	N9E	N9E 1L8	-5	42.25696	-83.0213	183																										
60215	ST. ALEXANDER S.S.	R	0		P	ONTARIO	5305 ADSTOLL	WINDSOR	CANADA	N8T	N8T 1G9	-5	42.3	-82.95	183																										
60216	ST. GREGORY S.S.	R	0		P	ONTARIO	13765 ST. GREGORY ROAD	WINDSOR	CANADA	N8N	N8N 1K3	-5	42.31667	-82.85	176																										
60301	QUEEN'S UNIVERSITY	R	0		P	ONTARIO	QUEEN'S UNIVERSITY	KINGSTON	CANADA	K7L		-5	44.22611	-76.49722	87																										
60302	KINGSTON	R	0		P	ONTARIO	133 DALTON AVENUE	KINGSTON	CANADA	K7L	K7L 4X6	-5	44.23067	-76.50883	82						X		X	X												X					
60303	KINGSTON _2	R	1	X	Y	ONTARIO	752 KING ST. WEST	KINGSTON	CANADA	K7L	K7L 4X3	-5	44.21625	-76.52831	101	X	X	X	X	X	X			X												X					
60401	67 COLLEGE STREET	C	0		P	ONTARIO	67 COLLEGE STREET	TORONTO	CANADA	M5G	M5G 2M1	-5	43.66028	-79.3875	102																										
60402	ONTARIO SCIENCE CENTRE	R	0		N	ONTARIO	770 DON MILLS RD. SC. CTR.	TORONTO	CANADA	M3C	M3C 1T3	-5	43.715	-79.34111	105																										
60403	EVANS & ARNOLD	I	0		N	ONTARIO	EVANS & ARNOLD AVE.	TORONTO	CANADA	M8Z		-5	43.61917	-79.51833	101																					X					
60404	5126 YONGE STREET	R	0		N	ONTARIO	5126 YONGE STREET	TORONTO	CANADA	M2N		-5	43.76361	-79.41611	181																										
60405	JOHN STREET PUMP STATION	I	0		N	ONTARIO	JOHN STREET PUMP STATION	TORONTO	CANADA	M5V		-5	43.63639	-79.3925	76																										
60406	ROSEHILL RESERVOIR	R	0		N	ONTARIO	ROSEHILL RESERVOIR	TORONTO	CANADA	M4T		-5	43.68444	-79.39111	134																										
60408	DANFORTH & ROBINSON	C	0		N	ONTARIO	DANFORth & ROBINSON	TORONTO	CANADA	M1L		-5	43.69306	-79.27889	126																										
60409	REDLAND CRESCENT	R	0		N	ONTARIO	REDLAND CRESCENT	TORONTO	CANADA	M1M		-5	43.70917	-79.2375	143																										
60410	LAWRENCE & KENNEDY _Toronto East_	R	1		Y	ONTARIO	LAWRENCE & KENNEDY	TORONTO	CANADA	M1P		-5	43.74792	-79.27406	172			X	X	X	X			X																	
60411	PHARMACY & HWY 401	R	0		N	ONTARIO	PHARMACY & HWY 401	TORONTO	CANADA	M1T		-5	43.76902	-79.31463	172																										
60412	BATHURST & WILSON	R	0		N	ONTARIO	BAthURST & WILSON	TORONTO	CANADA	M3H		-5	43.73583	-79.43667	181																										
60413	CENTENNIAL PARK _Etobicoke West_	R	1	X	Y	ONTARIO	ELMCREST ROAD	TORONTO	CANADA	M9C		-5	43.64852	-79.59138	137			X	X	X	X			X												X	X				
60414	SHERBOURNE & WILTON ST.	I	0		N	ONTARIO	SHERBOURNE & WILTON ST.	TORONTO	CANADA	M5A		-5	43.6475	-79.36778	78																										
60415	MISSISSAGUA HOSPITAL _Mississauga_	R	0		N	ONTARIO	QUEENSWAY W & HURONTARIO	MISSISSAUGUA	CANADA	L5B		-5	43.56862	-79.61058	98	X	X	X			X		X	X																	
60416	381 YONGE STREET	C	0		N	ONTARIO	381 YONGE STREET	TORONTO	CANADA	M4Y	M5B 1S1	-5	43.66667	-79.38333	111																										
60417	26 BREADALBANE STREET	C	0		N	ONTARIO	26 BREADALBANE STREET	TORONTO	CANADA	M5G		-5	43.66083	-79.38583	102																										
60418	JUNCTION TRIANGLE	C	0		N	ONTARIO	RUSKIN & PERth ST.	TORONTO	CANADA	M6P		-5	43.662933	-79.451538	119																					X					
60419	CN TOWER	C	0		N	ONTARIO	CN TOWER	TORONTO	CANADA	M5H		-5	43.65	-79.38333	108																										
60420	LEASIDE HYDRO STATION	C	0		N	ONTARIO	LEASIDE HYDRO STATION	TORONTO	CANADA	M4H		-5	43.7	-79.35	90																										
60421	YONGE ST. & FINCH AVE. _Toronto North_	C	1		Y	ONTARIO	YONGE ST. & FINCH AVE.	TORONTO	CANADA	M2N		-5	43.77949	-79.41682	181			X	X	X	X			X																	
60422	33 EDGAR AVE.	C	0		N	ONTARIO	33 EDGAR AVE.	TORONTO	CANADA	M9M	M9M 2J2	-5	43.71667	-79.53333	135																					X					
60423	CLEARVIEW HEIGHTS	R	0		N	ONTARIO	CLEARVIEW HEIGHTS	TORONTO	CANADA	M6M		-5	43.7	-79.48333	129																										
60424	BAY & WELLESLEY _Toronto Downtown_	C	0	X	Y	ONTARIO	BAY & WELLESLEY	TORONTO	CANADA	M4Y		-5	43.66297	-79.38811	115	X	X	X			X			X												X					
60425	QUEEN & UNIVERSITY	C	0		N	ONTARIO	QUEEN & UNIVERSITY	TORONTO	CANADA	M5H		-5	43.65028	-79.38694	90																										
60426	CLARKSON REFINERY	I	0		N	ONTARIO	"MEADOW PK, APPLE LANE C C"	TORONTO	CANADA	L5H		-5	43.5075	-79.608333	77																										
60427	GAGE INSTITUTE	C	1	X	Y	ONTARIO	223 COLLEGE STREET	TORONTO	CANADA	M5T	M5T 1R4	-5	43.658222	-79.397183	122																					X	X	X			
60428	BRAMPTON _Brampton_	R	1	X	Y	ONTARIO	525 MAIN ST. N. BRAMPTON	BRAMPTON	CANADA	L6X	L6X 1N9	-5	43.69875	-79.78092	234			X	X	X	X			X												X	X				
60429	JUDSON ST. & ETONA CT. _Etobicoke_ (moved to kipling)	R	0		N	ONTARIO	1 ETONA COURT	TORONTO	CANADA	M8Z	M8Z 1A4	-5	43.613587	-79.507537	90			X	X	X	X			X												X					
60430	125 RESOURCES ROAD	C	1	X	Y	ONTARIO	125 RESOURCES ROAD	TORONTO	CANADA	M9P	M9P 3V6	-5	43.709444	-79.5435	149	X	X	X	X	X	X			X																	
60431	MSC/DOWNSVIEW	C	0		N	ONTARIO	4905 DUFFERIN STREET	TORONTO	CANADA	M3H	M3H 5T4	-5	43.78111	-79.46833	183						X																				
60432	FRANK MCKECHNIE COMMERCIAL CENTRE _Mississauga_	C	0		N	ONTARIO	310 BRISTOL ROAD E.	MISSISSAUGA	CANADA	L4Z	L4Z 3V5	-5	43.61583	-79.6525	165						X			X																	
60433	BAY & WELLESLEY _Toronto Downtown	C	1		P	Ontario		TORONTO	CANADA			-5	43.66417	-79.38722	107	X	X	X	X	X	X			X																	
60434	Mississauga UofT Campus	C	1		Y	ONTARIO	3359 Mississauga Road North	MISSISSAUGA	CANADA	M3H	M3H 5T4	-5	43.54697	-79.65869	110	X	X	X	X	X	X			X																	
60435	Etobicoke South-2	C	1	X	Y	ONTARIO	461 Kipling Avenue	TORONTO	CANADA	M3H		-5	43.610761	-79.52194	92	X		X	X	X	X			X												X	X	X			
60501	WOODLANDS PARK	C	0		N	ONTARIO	BARTON & WENTWORth	HAMILTON	CANADA	L8L		-5	43.25917	-79.84389	83																										
60502	BURLINGTON & GAGE	I	0		N	ONTARIO	BURLINGTON & GAGE	HAMILTON	CANADA	L8L		-5	43.26306	-79.82361	78																										
60503	CHATHAM & FRID	I	0		N	ONTARIO	CHATHAM & FRID	HAMILTON	CANADA	L8S		-5	43.26306	-79.89389	89																										
60505	NORTH PARK	R	0		N	ONTARIO	NORTH PARK	HAMILTON	CANADA	L8H		-5	43.28222	-79.78833	74																										
60507	HUGHSON & HUNTER	C	0		N	ONTARIO	HUGHSON & HUNTER	HAMILTON	CANADA	L8N		-5	43.25361	-79.86944	100																										
60510	STRATHEARN	I	0		N	ONTARIO	STRATHEARN	HAMILTON	CANADA	L8H		-5	43.26389	-79.78556	74																										
60511	467 BEACH BLVD.	R	0		N	ONTARIO	467 BEACH BLVD.	HAMILTON	CANADA	L8H		-5	43.275799	-79.781415	74																										
60512	BEASLEY PARK _Hamilton Downtown_	C	1	X	Y	ONTARIO	ELGIN & KELLY	HAMILTON	CANADA	L8R	L8L 4Y1	-5	43.25778	-79.86167	94	X	X	X	X	X	X			X												X	X	X			
60513	HAMILTON MOUNTAIN _Hamilton Mountain_	R	1		Y	ONTARIO	VICKERS RD. & EAST 18th. ST.	HAMILTON	CANADA	L9A		-5	43.22942	-79.86278	212	X		X	X	X	X			X																	
60514	NASH RD. & KENTLEY DR.	R	0		N	ONTARIO	NASH RD. & KENTLEY DR.	HAMILTON	CANADA	L8E		-5	43.23333	-79.76667	84																										
60515	MAIN ST. & HWY 403 _Hamilton West_	R	0		N	ONTARIO	MAIN ST. & HWY 403	HAMILTON	CANADA	L8P		-5	43.25744	-79.90775	99																										
60516	HARBOUR BAY FRONT	I	0		N	ONTARIO	HILLYARD STREET	HAMILTON	CANADA	L0P		-5	43.48333	-79.91667	319																										
60517	CONFEDERATION PARK	I	0		N	ONTARIO	CONFEDERATION PARK	HAMILTON	CANADA	L8E		-5	43.24722	-79.75111	74																										
60518	HOMESIDE II	I	0		N	ONTARIO	HOMESIDE II	HAMILTON	CANADA	L8H	L8H 5L1	-5	43.24917	-79.79472	81																										
60519	NIAGARA & LAND STREET	I	0		N	ONTARIO	NIAGARA & LAND STREET	HAMILTON	CANADA	L8L	L8L 6A7	-5	43.27	-79.84056	74																										
60520	GERTRUDE & DEPEW ST.	I	0		N	ONTARIO	GERTRUDE & DEPEW ST.	HAMILTON	CANADA	L8H		-5	43.25	-79.81667	82																										
60602	ASH STREET	R	0		N	ONTARIO	ASH STREET	SUDBURY	CANADA	P3C	P3C 4E5	-5	46.49472	-81.00778	290																										
60605	19 LISGAR STREET	C	0		N	ONTARIO	19 LISGAR STREET	SUDBURY	CANADA	P3C	P3C 1S4	-5	46.49361	-80.99333	259																										
60606	KENNEDY STREET	C	0		N	ONTARIO	KENNEDY STREET	SUDBURY	CANADA	P3A	P3A 2E1	-5	46.52333	-80.9425	272																										
60607	SCIENCE CENTRE NORth _Sudbury_	R	0		N	ONTARIO	100 RAMSEY LAKE RD.	SUDBURY	CANADA	P3E	P3E 5S9	-5	46.47569	-80.96294	263	X	X	X			X																				
60608	MARKET ST. COPPER CLIFF	I	0		N	ONTARIO	MARKET ST. COPPER CLIFF	SUDBURY	CANADA	P0M	P0M 1N0	-5	46.46667	-81.06667	267																										
60609	RAMSEY LAKE ROAD _Sudbury_	C	1		Y	ONTARIO	1222 RAMSEY LAKE ROAD	SUDBURY	CANADA	P3E	P3E 6J7	-5	46.47567	-80.963	259	X					X			X																	
60610	SUDBURY	R	1		Y	ONTARIO	155 ELM STREET	SUDBURY	CANADA	P3E	P3E 6J7	-5	46.49194	-81.00311	271	X		X	X	X	X														X						
60701	PROV ONTARIO BUILDING	C	0		N	ONTARIO	LAND REG. OFFICE / QUEEN STREET	SAULT STE. MARIE	CANADA	P6A	P6A 2J9	-5	46.51111	-84.33167	191																										
60702	ANNA MCREA PUBLIC SCHOOL	R	0		N	ONTARIO	ANNA MCREA PUBLIC SCHOOL	SAULT STE. MARIE	CANADA	P6A		-5	46.50806	-84.28056	190																										
60703	BAYVIEW & YOUNG	I	0		N	ONTARIO	BAYVIEW & YOUNG	SAULT STE. MARIE	CANADA	P6C		-5	46.55444	-84.38528	216																										
60704	QUEEN & ELGIN	C	0		N	ONTARIO	QUEEN & ELGIN	SAULT STE. MARIE	CANADA	P6A		-5	46.51194	-84.33333	183																										
60705	550 QUEEN STREET WEST	R	0		N	ONTARIO	550 QUEEN STREET WEST	SAULT STE. MARIE	CANADA	P6A	P6A 1A6	-5	46.51944	-84.35556	187																										
60706	FARWELL PUMP HOUSE	I	0		N	ONTARIO	FARWELL PUMP HOUSE	SAULT STE. MARIE	CANADA	P6C		-5	46.52917	-84.36111	188																										
60707	WM. MERRIFIELD SCHOOL _Sault Ste. Marie_	I	0		N	ONTARIO	331 PATRICK ST.	SAULT STE. MARIE	CANADA	P6C	P6C 3Y9	-5	46.52786	-84.35432	188	X	X	X			X	X	X	X	X																
60708	BONNEY ST. PUMPHOUSE	I	0		N	ONTARIO	BONNEY STREET	SAULT STE. MARIE	CANADA	P6C		-5	46.51667	-84.38333	183																										
60709	SAULT COLLEGE _Sault Ste. Marie_	I	1		Y	ONTARIO	"443 NORTHERN AVE., SAULT COLLEGE"	SAULT STE. MARIE	CANADA	P6B	P6B 4J1	-5	46.53319	-84.30992	252	X		X	X	X	X			X																	
